country,player_name,player_name_en,shirt_number,position,rarity,priority,output_path,prompt
"Argentina","吉奥瓦尼·洛塞尔索","LO CELSO Giovani","11","MF","Common","P3","public/cards/argentina/lo-celso-giovani.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for LO CELSO Giovani / 吉奥瓦尼·洛塞尔索. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #11. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to LO CELSO Giovani, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""吉奥瓦尼·洛塞尔索"", ""LO CELSO Giovani"", ""Argentina"", ""#11"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: lo-celso-giovani.png. Intended path: public/cards/argentina/lo-celso-giovani.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","赫罗尼莫·鲁利","RULLI Geronimo","12","GK","Common","P3","public/cards/argentina/rulli-geronimo.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for RULLI Geronimo / 赫罗尼莫·鲁利. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #12. Position: GK. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to RULLI Geronimo, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""赫罗尼莫·鲁利"", ""RULLI Geronimo"", ""Argentina"", ""#12"", ""GK"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: rulli-geronimo.png. Intended path: public/cards/argentina/rulli-geronimo.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","克里斯蒂安·罗梅罗","ROMERO Cristian","13","DF","Rare","P2","public/cards/argentina/romero-cristian.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for ROMERO Cristian / 克里斯蒂安·罗梅罗. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #13. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to ROMERO Cristian, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Rare. Visual strength: 60% luxury. Design language: blue-silver formal World Cup collectible card, clean premium border, clear player portrait, reduced light effects. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Rare template reference (assets/card_templates/sample-rare-diogo-costa.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""克里斯蒂安·罗梅罗"", ""ROMERO Cristian"", ""Argentina"", ""#13"", ""DF"", ""Rare"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: romero-cristian.png. Intended path: public/cards/argentina/romero-cristian.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","埃塞基耶尔·帕拉西奥斯","PALACIOS Exequiel","14","MF","Common","P3","public/cards/argentina/palacios-exequiel.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PALACIOS Exequiel / 埃塞基耶尔·帕拉西奥斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #14. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PALACIOS Exequiel, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""埃塞基耶尔·帕拉西奥斯"", ""PALACIOS Exequiel"", ""Argentina"", ""#14"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: palacios-exequiel.png. Intended path: public/cards/argentina/palacios-exequiel.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","尼科·冈萨雷斯","GONZALEZ Nico","15","MF","Common","P3","public/cards/argentina/gonzalez-nico.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for GONZALEZ Nico / 尼科·冈萨雷斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #15. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to GONZALEZ Nico, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""尼科·冈萨雷斯"", ""GONZALEZ Nico"", ""Argentina"", ""#15"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: gonzalez-nico.png. Intended path: public/cards/argentina/gonzalez-nico.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","蒂亚戈·阿尔马达","ALMADA Thiago","16","FW","Common","P3","public/cards/argentina/almada-thiago.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for ALMADA Thiago / 蒂亚戈·阿尔马达. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #16. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to ALMADA Thiago, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""蒂亚戈·阿尔马达"", ""ALMADA Thiago"", ""Argentina"", ""#16"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: almada-thiago.png. Intended path: public/cards/argentina/almada-thiago.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","朱利亚诺·西蒙尼","SIMEONE Giuliano","17","FW","Common","P3","public/cards/argentina/simeone-giuliano.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for SIMEONE Giuliano / 朱利亚诺·西蒙尼. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #17. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to SIMEONE Giuliano, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""朱利亚诺·西蒙尼"", ""SIMEONE Giuliano"", ""Argentina"", ""#17"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: simeone-giuliano.png. Intended path: public/cards/argentina/simeone-giuliano.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","尼科·帕斯","PAZ Nico","18","FW","Common","P3","public/cards/argentina/paz-nico.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PAZ Nico / 尼科·帕斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #18. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PAZ Nico, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""尼科·帕斯"", ""PAZ Nico"", ""Argentina"", ""#18"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: paz-nico.png. Intended path: public/cards/argentina/paz-nico.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","尼古拉斯·奥塔门迪","OTAMENDI Nicolas","19","DF","Common","P3","public/cards/argentina/otamendi-nicolas.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for OTAMENDI Nicolas / 尼古拉斯·奥塔门迪. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #19. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to OTAMENDI Nicolas, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""尼古拉斯·奥塔门迪"", ""OTAMENDI Nicolas"", ""Argentina"", ""#19"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: otamendi-nicolas.png. Intended path: public/cards/argentina/otamendi-nicolas.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","亚历克西斯·麦卡利斯特","MAC ALLISTER Alexis","20","MF","Epic","P1","public/cards/argentina/mac-allister-alexis.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for MAC ALLISTER Alexis / 亚历克西斯·麦卡利斯特. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #20. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to MAC ALLISTER Alexis, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""亚历克西斯·麦卡利斯特"", ""MAC ALLISTER Alexis"", ""Argentina"", ""#20"", ""MF"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: mac-allister-alexis.png. Intended path: public/cards/argentina/mac-allister-alexis.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","何塞·曼努埃尔·洛佩斯","LOPEZ Jose Manuel","21","FW","Common","P3","public/cards/argentina/lopez-jose-manuel.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for LOPEZ Jose Manuel / 何塞·曼努埃尔·洛佩斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #21. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to LOPEZ Jose Manuel, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""何塞·曼努埃尔·洛佩斯"", ""LOPEZ Jose Manuel"", ""Argentina"", ""#21"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: lopez-jose-manuel.png. Intended path: public/cards/argentina/lopez-jose-manuel.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","劳塔罗·马丁内斯","MARTINEZ Lautaro","22","FW","Epic","P0","public/cards/argentina/lautaro.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for MARTINEZ Lautaro / 劳塔罗·马丁内斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #22. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to MARTINEZ Lautaro, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""劳塔罗·马丁内斯"", ""MARTINEZ Lautaro"", ""Argentina"", ""#22"", ""FW"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: lautaro.png. Intended path: public/cards/argentina/lautaro.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","埃米利亚诺·马丁内斯","MARTINEZ Emiliano","23","GK","Epic","P1","public/cards/argentina/martinez-emiliano.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for MARTINEZ Emiliano / 埃米利亚诺·马丁内斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #23. Position: GK. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to MARTINEZ Emiliano, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""埃米利亚诺·马丁内斯"", ""MARTINEZ Emiliano"", ""Argentina"", ""#23"", ""GK"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: martinez-emiliano.png. Intended path: public/cards/argentina/martinez-emiliano.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","恩佐·费尔南德斯","FERNANDEZ Enzo","24","MF","Epic","P1","public/cards/argentina/fernandez-enzo.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for FERNANDEZ Enzo / 恩佐·费尔南德斯. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #24. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to FERNANDEZ Enzo, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""恩佐·费尔南德斯"", ""FERNANDEZ Enzo"", ""Argentina"", ""#24"", ""MF"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: fernandez-enzo.png. Intended path: public/cards/argentina/fernandez-enzo.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","法昆多·梅迪纳","MEDINA Facundo","25","DF","Common","P3","public/cards/argentina/medina-facundo.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for MEDINA Facundo / 法昆多·梅迪纳. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #25. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to MEDINA Facundo, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""法昆多·梅迪纳"", ""MEDINA Facundo"", ""Argentina"", ""#25"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: medina-facundo.png. Intended path: public/cards/argentina/medina-facundo.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Argentina","纳韦尔·莫利纳","MOLINA Nahuel","26","DF","Rare","P2","public/cards/argentina/molina-nahuel.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for MOLINA Nahuel / 纳韦尔·莫利纳. National team: Argentina. Jersey: Argentina sky-blue and white striped home jersey with gold detailing. Shirt number: #26. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to MOLINA Nahuel, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Rare. Visual strength: 60% luxury. Design language: blue-silver formal World Cup collectible card, clean premium border, clear player portrait, reduced light effects. Country palette: sky blue, white, gold, deep navy. Use the unified card system inspired by the local Rare template reference (assets/card_templates/sample-rare-diogo-costa.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""纳韦尔·莫利纳"", ""MOLINA Nahuel"", ""Argentina"", ""#26"", ""DF"", ""Rare"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: molina-nahuel.png. Intended path: public/cards/argentina/molina-nahuel.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Germany","曼努埃尔·诺伊尔","NEUER Manuel","1","GK","Legend","P1","public/cards/germany/neuer-manuel.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for NEUER Manuel / 曼努埃尔·诺伊尔. National team: Germany. Jersey: Germany white home jersey with black, red, and gold accents. Shirt number: #1. Position: GK. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to NEUER Manuel, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Legend. Visual strength: 100% luxury. Design language: black-and-gold cinematic national glory card, ornate premium border, strongest golden light, highest rarity, dramatic stadium atmosphere. Country palette: white, black, red, gold. Use the unified card system inspired by the local Legend template reference (assets/card_templates/sample-legend-ronaldo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""曼努埃尔·诺伊尔"", ""NEUER Manuel"", ""Germany"", ""#1"", ""GK"", ""Legend"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: neuer-manuel.png. Intended path: public/cards/germany/neuer-manuel.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Germany","安东尼奥·吕迪格","RUEDIGER Antonio","2","DF","Rare","P2","public/cards/germany/ruediger-antonio.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for RUEDIGER Antonio / 安东尼奥·吕迪格. National team: Germany. Jersey: Germany white home jersey with black, red, and gold accents. Shirt number: #2. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to RUEDIGER Antonio, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Rare. Visual strength: 60% luxury. Design language: blue-silver formal World Cup collectible card, clean premium border, clear player portrait, reduced light effects. Country palette: white, black, red, gold. Use the unified card system inspired by the local Rare template reference (assets/card_templates/sample-rare-diogo-costa.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""安东尼奥·吕迪格"", ""RUEDIGER Antonio"", ""Germany"", ""#2"", ""DF"", ""Rare"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: ruediger-antonio.png. Intended path: public/cards/germany/ruediger-antonio.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Germany","瓦尔德马·安东","ANTON Waldemar","3","DF","Common","P3","public/cards/germany/anton-waldemar.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for ANTON Waldemar / 瓦尔德马·安东. National team: Germany. Jersey: Germany white home jersey with black, red, and gold accents. Shirt number: #3. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to ANTON Waldemar, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: white, black, red, gold. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""瓦尔德马·安东"", ""ANTON Waldemar"", ""Germany"", ""#3"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: anton-waldemar.png. Intended path: public/cards/germany/anton-waldemar.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Germany","约纳坦·塔","TAH Jonathan","4","DF","Rare","P2","public/cards/germany/tah-jonathan.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for TAH Jonathan / 约纳坦·塔. National team: Germany. Jersey: Germany white home jersey with black, red, and gold accents. Shirt number: #4. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to TAH Jonathan, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Rare. Visual strength: 60% luxury. Design language: blue-silver formal World Cup collectible card, clean premium border, clear player portrait, reduced light effects. Country palette: white, black, red, gold. Use the unified card system inspired by the local Rare template reference (assets/card_templates/sample-rare-diogo-costa.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""约纳坦·塔"", ""TAH Jonathan"", ""Germany"", ""#4"", ""DF"", ""Rare"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: tah-jonathan.png. Intended path: public/cards/germany/tah-jonathan.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Germany","亚历山大·帕夫洛维奇","PAVLOVIC Aleksandar","5","MF","Common","P3","public/cards/germany/pavlovic-aleksandar.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PAVLOVIC Aleksandar / 亚历山大·帕夫洛维奇. National team: Germany. Jersey: Germany white home jersey with black, red, and gold accents. Shirt number: #5. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PAVLOVIC Aleksandar, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: white, black, red, gold. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""亚历山大·帕夫洛维奇"", ""PAVLOVIC Aleksandar"", ""Germany"", ""#5"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: pavlovic-aleksandar.png. Intended path: public/cards/germany/pavlovic-aleksandar.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
